id,text,date,isheader,noadvert,page,readingorder
003934c8-3f84-565a-9008-c3ef15c1840d/t0,"<p>2. Mit Genehmigung des Bezirk- Gerichts Zösingen, hat die dasige Muntzipalität dem B. Samuel Syfried,, Silber-Arbeiter und Ne- gotianrnzu Zösingen, zu einem Vogt geordnet, den Bürger Sam. Bär, Fabrikant von allda. Diese nöthig erachtete Bevogtung wird dem nach zu jedermans Verhalt dahin kund gemacht, daß sich jeder- man hüte, weder mit dem nunmehro bebogteten Samuel Spfried, noch mit den Seinigen ohne des Vogts Wissen und Willen in einige Hand- lungen, von was für Art selbige immer seyn möchten, einzulassen, noch dem eint- oder andern etwas auf Borg anzuvertrauen, alles bey Strafe der Ungültigkeit und Ver- lursts; und damit der Vogt über des Bevogteten Vermögen und Schulden, richtige und genaue Kenntniß erlangen könne, als wer- den alle diejenigen so an ermeldten Samuel Syfried einige Ansprach, sowohl wegen Bürgschaft als an- dern Schulden, zu machen haben, oder mit ihme in Rechnung stehen und ihme schuldig sind, andurch aufgefordert, sowohl eint-als an- deres bis den isten Septembris nächstkünftig dessen obvermeldtem Vogt wohl beschemigt und in wahren Treuen einzugeben. Zofingen den : Augst 1799. Sekretariat der Muntzipalität</p>","1799-08-15","","","404","0"
003934c8-3f84-565a-9008-c3ef15c1840d/t1,"<p>3. Da es sich ereignet, daß die Speditoren in Alttorf im verwichenen Monat Aprill bey Addreßirung hieher bestimmter Seiben- Ballen, Fehler begangen haben, als werden hierdurch diejenigen geziemend ersucht, welche von folgenden Ballots etwan Nachricht haben oder selbigee eiwan gar zu Handen bekommen, als M. No. 13 8. 14. F. B. No. 1. denen B B. Forkardt und Dobler gefällige Anzeige zu thun.</p>","1799-08-15","","","404","1"
003934c8-3f84-565a-9008-c3ef15c1840d/t3,"<p>4. Der Besitzer des Wirtemberger-Hofes thut anmit E. E. Publikum kund, daß der Eintvitt seines Gartens wegen herannahender Reefe der Baumfrüchte, auf ein paar Monathe, wo nicht gan; untersagt, doch sehr eingeschräntt werden muß, und daß besonders die Kinder davon ausgeschlossen sind.</p>","1799-08-15","","","404","3"
003934c8-3f84-565a-9008-c3ef15c1840d/t4,"<p>5. Aus Bewilligung des Vollziehungs-Direk- toriums der einen und untheilbaren helvet. Republit, werden im Berichthaus zu Basel, Billets von einer zu ziehenden Lotterte abge- geben, laut beyliegendem Plan, nach welchem und um die geringe Einlag von 9o Btzn. öder Liv. 13. 10 s. de france. ein schönes Guth kann gewonnen werden, allwo auch der Prospektüs einzusehen ist.</p>","1799-08-15","","","404","4"
003934c8-3f84-565a-9008-c3ef15c1840d/t5,"<p>6. Heute ist bey Bürger Carle, Ziegler zu St. Jacob in der Ziegelhütte, frischer Kalk und rothe Waare um billigen Preis zu haben.</p>","1799-08-15","","","404","5"
003934c8-3f84-565a-9008-c3ef15c1840d/t6,"<p>7. Isaac Wahl von Oberhagenthal, thut hiermit zu wissen, daß bey ihm zum schwarzen Ochsen an der Spahlen ein gutes Mittel für Mäus und Katzen zu haben ist, auf Begehren kommt er auch in die Häuser.</p>","1799-08-15","","","404","6"
003934c8-3f84-565a-9008-c3ef15c1840d/t7,"<p>8 Ends unterschriebener thut E. E. Publikum zu wissen, daß er wiederum angefangen, Sackuhren, Repetiruhren, Pendules und andere Stubenuhren reparirt, wie auch Caffemühlen, wozu er sich bestens empfiehlt, wohnhaft in Nro. 1127. im Weissengäßlein. BeiU lrich Buß.</p>","1799-08-15","","","404","7"
003934c8-3f84-565a-9008-c3ef15c1840d/t8,"<p>9. Eids unterzeichneier thut hiermit E. E. Publiko zu wissen, daß von dato an alle Tage bey ihm alle sogenannte Abendeßwaar, als kalte Pasteten, gan; und viertelweis, Husaren-Brodt, Tärtlein u. d. gl. auch alle Sonntag kleine Pastetlein zu haben sind, und recommendirt sich zu geneigtem Zuspruch. Sam uel Hin d erman n</p>","1799-08-15","","","404","8"
0049bdaa-50fd-50fe-a395-9f65a5cfc1ce/t1,"<p>Ganten.</p>","1799-04-18","1","","218","1"
0049bdaa-50fd-50fe-a395-9f65a5cfc1ce/t10,"<p>Verstorben und Begraben.</p>","1799-04-18","1","","218","10"
0049bdaa-50fd-50fe-a395-9f65a5cfc1ce/t11,"<p>Im Jenner 179 zu Arad in Ober-Ungern. B. Abraham Murdach, B. Jacob Christof Murbach des Schneidermeisters nach Tod hinterl. Sohn. Den 31 Mer3 1799 bey St Leonhard. Frau Susanna Rieder B Heinrich nachofen des Seilers nach Tod hinterl. Wettwe. Den 6ten April bey St. Leonhard. Fran Margreth Nottenlong, B. Andreas Götz des Schneiders: nach T.d hinterlassene 5 Wittwe. Den 7ten in Riehen. B. Hans Heinrsch Burkhard, MMed. Doct. und Organist bey St. Peter. Den 8ten bey St. Leonhard. Bürger Isaak Eckenstein der Strumpfaus- breiter. Den 9ten allda. Frau Maria Ursula Weitnauer, B. Hansl Georg Lindenmeyer des Goldarbeiters nach Tod hinterlassene Wittwe. Den 9ten im Münster. JJungfrau Susanna Catharina Keller, B. M. Joh. Ludwig Keller nach Tod hinterl. l eheliche Töchter.</p>","1799-04-18","","1","218","11"
