id,text,date,isheader,noadvert,page,readingorder
00432505-601d-59fb-87ed-8eca1aad2e52/t1,"<p>8. Eine recht grosse Ther-Maschinen; in billigem Preis.</p>","1784-01-29","","","48","1"
00432505-601d-59fb-87ed-8eca1aad2e52/t10,"<p>7. Bey Hrn. Geßler, Sigrist auf dem Bar- füsserplatz, ist auf künftige Faßnacht ein heiter Losament zu verleihen; anbey kan man auch bey ihme die Basel- und Schaf- hauser-Zeitungen haben.</p>","1784-01-29","","","48","10"
00432505-601d-59fb-87ed-8eca1aad2e52/t11,"<p>Ein Losament an der obern Reebgaß, von Stuben, Küche, einer grossen Kammer; alles auf einem Boden, nebst Platz zu Holz. Auf Faßnacht zu beziehen.</p>","1784-01-29","","","48","11"
00432505-601d-59fb-87ed-8eca1aad2e52/t12,"<p>. Zwey Losamenter an dem Steinenkloster- berg; eines eine, das andere 2 Stegen hoch, samt Keller, oder diesen aparte; auf Faßnacht zu beziehen, und bey Frau Ried- mann an der Schneidergaß zu erfragen.</p>","1784-01-29","","","48","12"
00432505-601d-59fb-87ed-8eca1aad2e52/t13,"<p>10. Zwey heitere Losamenter nächst dem Fisch- markt, jedes von einer Stuben, Kammern und Küche; auf Faßnacht zu beziehen.</p>","1784-01-29","","","48","13"
00432505-601d-59fb-87ed-8eca1aad2e52/t14,"<p>11. Ohnweit des Riechenthors, ist eine Be- hausung mit einem Laden, 3 Stuben, Ne- benkammern, Sommerhaus, Keller, Este- rig, Höflein und Holzhaus, entweder ganz oder zertheilt, auf künftige Faßnachtfron- fasten zu verleihen; bey Mstr. Casp. Früh- beym Reebbrunnen sich anzumelden.</p>","1784-01-29","","","48","14"
00432505-601d-59fb-87ed-8eca1aad2e52/t15,"<p>Hingegen wird zuentlehnen begehrt:</p>","1784-01-29","1","","48","15"
00432505-601d-59fb-87ed-8eca1aad2e52/t16,"<p>1. Ein Losament ohnweit der Münster-Ge- meinde, von einer Stuben und Nebenkam- mer, oder Alekofen, auch Platz im Keller, nebst andern nöthigen Komlichkeiten; für 2 Persohnen ohne Kinder.</p>","1784-01-29","","","48","16"
00432505-601d-59fb-87ed-8eca1aad2e52/t17,"<p>2. Es sucht jemand 400 Nthlr. gegen mehr als doppeite Versicherung, in hiesiger Stadt.</p>","1784-01-29","","","48","17"
00432505-601d-59fb-87ed-8eca1aad2e52/t18,"<p>Kost, Information und Bedienun- gen werden angetragen und begehrt:</p>","1784-01-29","1","","48","18"
00432505-601d-59fb-87ed-8eca1aad2e52/t19,"<p>1. Man verlangt in eine hiesige Detail Hand- lung, ein wackerer hiesiger Schirmsver- wandter oder Baselbiether, verheyrathet oder nicht, von circa 30 Jahren, aber von bekannt-guter Anfführung, im Schreiben und Rechnen geübt, auf billige Beding- nisse; bey Hrn. Sensal von Speyr zu er- fragen.</p>","1784-01-29","","","48","19"
00432505-601d-59fb-87ed-8eca1aad2e52/t2,"<p>5. Ein noch wol-conditioniertes Feldbeth- lein.</p>","1784-01-29","","","48","2"
00432505-601d-59fb-87ed-8eca1aad2e52/t20,"<p>2. Ein Mensch aus dem Canton Schafhau- sen, der seine guten Attestata vorweisen kan, wünschte in ein hiesiges E. Haus un- terzukommen, und liesse sich derselbe zu al- len schicklichen häuslichen Geschäfften, als packen, fristeren, Gartenarbeit ꝛc. gebrau- chen; über dem redt und schreibt derselbe auch deutsch und französisch, und könnte im Rechnen ebenfalls behulflich seyn, so daß man ihn auch auf einem Comptoir benutzen könnte.</p>","1784-01-29","","","48","20"
00432505-601d-59fb-87ed-8eca1aad2e52/t21,"<p>3. Ein Mann und Frau offerieren ihre Dien- ste als Lehenleute, oder Knecht und Magd; zu; à 4 Kühen.</p>","1784-01-29","","","48","21"
00432505-601d-59fb-87ed-8eca1aad2e52/t22,"<p>4. Ein junger Mensch von Ollsperg, offe- riert seine Dienste als Hausknecht, oder zu Pferdten; könnte gleich eingehen. 5. Man</p>","1784-01-29","","","48","22"
00432505-601d-59fb-87ed-8eca1aad2e52/t3,"<p>Es wird zum Ausleihen offerirt:</p>","1784-01-29","1","","48","3"
00432505-601d-59fb-87ed-8eca1aad2e52/t4,"<p>1. Ein Losament, 3 Stegen hoch, für we- nig und stille Leute; an der Freyenstraß ge- gen E. E. Zunft zu Rebleuten hinüber.</p>","1784-01-29","","","48","4"
00432505-601d-59fb-87ed-8eca1aad2e52/t5,"<p>2. Bey Mstr. Eman. Scheerer in der Malz- gaß, ist ein Losament von einer Stuben, 2 Kammern, Küche und was der Augen- schein zeigen wird, gleich zu beziehen.</p>","1784-01-29","","","48","5"
00432505-601d-59fb-87ed-8eca1aad2e52/t6,"<p>3. Ein Losament an der vordern Steinen, neben der Mechlerischen Buchdruckerey; zu verleihen, je eher je lieber.</p>","1784-01-29","","","48","6"
00432505-601d-59fb-87ed-8eca1aad2e52/t7,"<p>4. Ein heiteres Losament; auf Faßnacht ein- zuziehen; neben dem weissen Ereutz, bey Mstr. Schneider, dem Schuhmacher zu erfragen.</p>","1784-01-29","","","48","7"
00432505-601d-59fb-87ed-8eca1aad2e52/t8,"<p>5. Bey St. Elisabethen sind 2 Zimmer, mit und ohne Kost, zu verleihen.</p>","1784-01-29","","","48","8"
00432505-601d-59fb-87ed-8eca1aad2e52/t9,"<p>6. Das Hinterhaus zum Silberberg an dem Schaafgäßlein, stehet auf künftige Faß- nacht an ehrbäre und stille Leute zu ver- leihen.</p>","1784-01-29","","","48","9"
013aa611-522e-5941-bafa-53b1e8276768/t0,"<p>17. Eine Parthey gelbe Weidenband; in bil- ligem Preis.</p>","1784-03-04","","","88","0"
013aa611-522e-5941-bafa-53b1e8276768/t1,"<p>18. Bey Hrn. Joh. Rudolf Imhof und Sohn. Buchdrucker und Buchhändler allhier, han ganz neu vermehrt und sehr correet die Presse verlassen; das so bekannt-als vor allen andern beliebte Lictionnaire Suisse, francois & allemand, & allemand-frangois, ontenant un tres-grand nombre des mots, proverbes & phrases anciennes & moder- nes des deuK langues: de meme que tous les termes des differentes arts, metiers & sciences; les noms des principales provin. Ces, villes, fleuves, betes, plantes, & herbes Ctrangeres &c. avec un nou neau Sup- lement ddane tabelle des verbes irreguliers; par Mr. Poêrevin, 2 Vol. 40 1784. à fl. 5.</p>","1784-03-04","","","88","1"
013aa611-522e-5941-bafa-53b1e8276768/t10,"<p>26. Zwey Spontons, gut für Officiers; in sehr biligem Preis.</p>","1784-03-04","","","88","10"
013aa611-522e-5941-bafa-53b1e8276768/t11,"<p>27. Zween mößingene Stiefel samt Ventil, und 2 Brunnröhren samt Wasserleitungen von feinem Metall; bey Mstr. Rud. Faesch, Kupferschmied in Klein Basel, zu sehen und zu haben.</p>","1784-03-04","","","88","11"
013aa611-522e-5941-bafa-53b1e8276768/t12,"<p>28. In Mitte der Stadt, stehet eine wohler- baute Eckbehausung, mit gewölbtem Kel- ler, Ladenstüblein 2 Stuben, 2 Küchen, ; Kammern, samt Ziehbrunnen mit gutem Wasser zu verkauffen.</p>","1784-03-04","","","88","12"
013aa611-522e-5941-bafa-53b1e8276768/t13,"<p>29. Ein Fäßlein extra guter Muscatenwein, und eine Parthey alter Champagner; wenn alles zusammen genommen wird, in bili- gem Preis.</p>","1784-03-04","","","88","13"
013aa611-522e-5941-bafa-53b1e8276768/t14,"<p>30. Eine Parthey extra guter rother Neuen- burgerwein, in Bouteilles; samethaft oder wenigstens halbdotzendweis zu haben; bey Mstr. Joh. Georg Este, dem Küfer zu er- fragen.</p>","1784-03-04","","","88","14"
013aa611-522e-5941-bafa-53b1e8276768/t15,"<p>31. Lohasche, sack- oder sesterweis auf die Matten so dienlich als Letten; auch gut Erdäpfel zu pflanzen; in sehr billigem Preis.</p>","1784-03-04","","","88","15"
013aa611-522e-5941-bafa-53b1e8276768/t16,"<p>32. Ein circa rosäumiges weingrünes und in Hol; gebundenes Stücklein Faß; aus Man- gel Platzes, à 10 HB.</p>","1784-03-04","","","88","16"
013aa611-522e-5941-bafa-53b1e8276768/t17,"<p>33. Eine Grubevoll Bau; in sehr biligem Preis.</p>","1784-03-04","","","88","17"
013aa611-522e-5941-bafa-53b1e8276768/t2,"<p>19. Bey Hrn. Nikolaus Petersen, Kunstgärt- ner, sind wieder allerhand ausländische frische Saamen angekommen und zu ha- ben; auch läßt er wiederum von den gros- sen Ulmer Sparglenwurzen kommen; wer sich also dieser Gelegenheit, solche kommen zu lassen, bedienen will, beliebe sich je eher je lieber bey ihme zu melden, damit er sein Quantum darnach einzurichten weißt.</p>","1784-03-04","","","88","2"
013aa611-522e-5941-bafa-53b1e8276768/t3,"<p>20. Hr. Joh. Jak. Büechy hinter dem Spah- lenthurm, rekommendiert wiederum seine englische Zahntinktur bey dieser Witterung, welche die Zahnschmerzen, wenn solche auch noch so start sind, in 2 à 3 Minuten stil- let; wie der Gebrauchzedel ausweiset; à 3 bz. das Gläslein.</p>","1784-03-04","","","88","3"
