id,text,date,isheader,noadvert,page,readingorder
025b3ca8-4765-5123-987d-2aaf1322d373/t1,"<p>2. Vergangenen Montag ist von dem Anselm- Thürnlein über den langen Steg, den Steinen- berg hinauf biß St. Alban ein weiß und blau ge- strichter Weiber-Sack, mit einem weissen Schnupftuch, 5. Schlüsseln, einem Scheerlein und einem Nadelbüchslein ue. verlohren wor- den; für dessen Erstattung ein Trinckgeldlein an- erbotten wird.</p>","1744-10-22","","","221","1"
025b3ca8-4765-5123-987d-2aaf1322d373/t10,"<p>3. Ein braver Mensch der allhier schon bekannt ist, und sowol Laquayen- und Kammer-Diener- als auch Kutscher-Functionen versehen, offe- rirt seine getreuen Dienste, in welcher Qualität man ihne verlangte, auf Weyhnachten anzu- tretten.</p>","1744-10-22","","","221","10"
025b3ca8-4765-5123-987d-2aaf1322d373/t11,"<p>4. Es wird in ein hiesiges Haus ein 12. à 13. jäh- riger Knab von auswärtigen braven Eltern, zum Posten und andern Hausgeschäfften begeh- ret; Er könnte darneben auch das Peruquen- machen erlernen.</p>","1744-10-22","","","221","11"
025b3ca8-4765-5123-987d-2aaf1322d373/t2,"<p>3. Heut acht Tag ist von der Bären-Huth biß zu dem Brigitten-Thor ein Braßeletlein von Coral- len auf schwartzes Band genähet, verlohren ge- gangen; der ehrliche Finder geliebe es, gegen ei- nem Trinckgeld, ins Adresse-Contor zu liefern.</p>","1744-10-22","","","221","2"
025b3ca8-4765-5123-987d-2aaf1322d373/t3,"<p>4. Seit etwas Zeit und zu verschiedenen malen, sind vier silberne Löffel Augspurger-Prob, mit flachen Stielen, entwendet worden; solten sie samtlich oder stuckweis denen Herren Goldschmie- den zu Kauff gebracht, oder sonsten entdecket werden , beliebe man es Herrn Clausenburger zum Saffran anzuzeigen, welcher das ausgeleg- te Geld, nebst einer guten Discretion, dafür geben wird.</p>","1744-10-22","","","221","3"
025b3ca8-4765-5123-987d-2aaf1322d373/t4,"<p>5. Heut 14. Tag um den Mittag, ist von der Ger- bergasse biß auf den Parfusser-Platz, ein gelb- saffianernes Kinder-Schühlein mit einem silber- nen Rincklein verlohren worden, um dessen Er- stattung freundlich gebäten und der Werth des Rinckleins zur Belohnung versprochen wird.</p>","1744-10-22","","","221","4"
025b3ca8-4765-5123-987d-2aaf1322d373/t5,"<p>6. Das Schnupftuch mit Geld ist van braven Leu- then gefunden und an sene Behörde gegeben worden. So hat auch die Weiber-Tasche ein gleiches Schicksal gehabt ꝛc.</p>","1744-10-22","","","221","5"
025b3ca8-4765-5123-987d-2aaf1322d373/t6,"<p>Kost, lnformation und Bedienun- gen werden angetragen und begehrt:</p>","1744-10-22","1","","221","6"
025b3ca8-4765-5123-987d-2aaf1322d373/t7,"<p>1. Herr Johannes Stehelin S. S. Theol. Stud. in Klein-Basel bey Herrn Salathe dem Gerichts- Botten an der Greyffengaß wohnhafft, anerbie- tet seine Dienste in Unterweisung der Jngend, im Teutschen und Lateinischen, auch, wo man es verlangte, im Griechischen Lesen und Schrei- ben, wie nicht weniger im Rechnen, sowol inn- als aussert dem Hauß, alles um billigen Preiß; Sodann gibt er auch, denenjenigen jungen Leu- then, welche erstmals das heilige Abendmahl zu empfahen Willens sind, den zu dieser heiligen Handlung nöthigen Unterricht, sowol als in der Religion überhaupt, auf das allereinfältigste und dentlichste, also, daß man verhoffentlich von seiner Information alle Satisfaction haben wird.</p>","1744-10-22","","","221","7"
025b3ca8-4765-5123-987d-2aaf1322d373/t9,"<p>2. Signr. Placardi Italiänischer Sprachmeister welcher sich anheischig gemachet, diese Sprach in 6. Monaten zu lehren, machet dem Publico bekannt, daß es ihme GOtt Lob mit seinen vier ersten Discipeln also gelungen, daß sie nicht 6. vollkommene Monate dazu gebrauchet, und wann er nicht daran wäre behindert worden, so wurde er es mit dem fünfften auch dahin gebracht haben; Und ob schon er gewünschter massen, über die vornehmsten Stücke der Italiänischen Sprach, sonderlich die neuere Ortographie und Prononciation mit niemanden conferiren kön- nen, so hat er doch auf einen halben Bogen Pa- pier einen solchen Schatz von dieser Sprach ge- sammelt, der in keiner Grammatic angetroffen wird, also, daß er ihme sehr leicht ist, seine Disci- pulos, und wer es auch seyn möchte, in einer Geschwinde hievon zu überzeugen. Ist demnach nur allzuwahr, daß ein geschickter Sprachmei- ster seinen Lehr-Jüngeren die Italjänische Sprach in 6. Monaten beybringen oder lehren könne, wo- serne er nicht ein</p>","1744-10-22","","","221","9"
