id,text,date,isheader,noadvert,page,readingorder
271fecce-a501-56c9-b636-45144a6df69d/t15,"<p>1. Man sucht einen beschlossenen Bücher-Schrank, auch eine kupferne Bethpfanne, der Liebhaber ist im Berichthaus zu erfragen.</p>","1764-01-05","","","6","15"
271fecce-a501-56c9-b636-45144a6df69d/t17,"<p>3. Hr. Jakob Grimm beym Aeschemer-Thor sucht alte aber noch brauchbare Garten-Kacheln zu kaufen.</p>","1764-01-05","","","6","17"
271fecce-a501-56c9-b636-45144a6df69d/t18,"<p>4. Es begehrt jemand ein noch brauchbares Feld- bethlein, so man zusammenlegen kan, der Liebhaber ist im Berichthaus zu erfragen.</p>","1764-01-05","","","6","18"
271fecce-a501-56c9-b636-45144a6df69d/t19,"<p>5. Man sucht einen saubern Sattel und Zaum zu kaufen, der Liebhaber ist im Berichthaus zu erfragen.</p>","1764-01-05","","","6","19"
b43e19de-972a-5266-b71b-294c815107e8/t1,"<p>7. Es sucht jemand ein Reise-Coffre, der Lieb- haber ist im Berichthaus zu erfragen.</p>","1764-01-05","","","7","1"
b43e19de-972a-5266-b71b-294c815107e8/t2,"<p>Es wird zum Ausleihen offeriert:</p>","1764-01-05","1","","7","2"
b43e19de-972a-5266-b71b-294c815107e8/t3,"<p>1. Ein Losament ebenes Fusses unten am Spit- talsprung für wenig und stille Leut, im Be- richthaus zu erfragen.</p>","1764-01-05","","","7","3"
b43e19de-972a-5266-b71b-294c815107e8/t4,"<p>2. Ein Losament bestehend in einer Stuben, zwo Kammern, Kuchin, auf einem Boden, wie der Augenschein das mehrere zeigen wird, bey Hrn. Bernhard Götz an der Gerbergaß.</p>","1764-01-05","","","7","4"
b43e19de-972a-5266-b71b-294c815107e8/t5,"<p>3. Ein Losament an der Freyenstraß von Stu- ben und Kammern, im Berichthaus zu erfra- gen.</p>","1764-01-05","","","7","5"
b43e19de-972a-5266-b71b-294c815107e8/t6,"<p>4. Ein Losament nahe bey dem Fischmarkt, be- stehend in einer Stuben, 2 Nebenkammern und Kuchin, ablaufendem Wasserstein, alles auf einem Boden, auch Platz zum Holz, auf Faßnacht-Fronfasten zu beziehen.</p>","1764-01-05","","","7","6"
